AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmId,AdvisoryPlatform,AdvisoryPlatformCode,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,ManagerClass,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d
,Managed Account Program (MAP),RBC Dain Rauscher,31194,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Dual Contract,Dual,US SA Mid-Cap Value,MV,,-,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0.14654314,0.146818,0,0.146818,,10.79185192,10.131629,-0.0946,10.037029,,0,0,-9.4597877,-9.4597877,,0,0,0,0,
,Managed Account Program (MAP),RBC Dain Rauscher,31194,,,SMA Edge Small MidCap Dividend Income with MLPs,F00000OSQN,SMA Dual Contract,Dual,US SA Mid-Cap Value,MV,,-,0.09909554,0,0,0,,0.10494085,0,0,0,,0.11224211,0,0,0,,0.12325156,0,0,0,,0.09883001,0,-0.028,-0.028,,0.09954508,0,0,0,,5.70871669,5.704224,-0.257231,5.446993,,0.25716837,0,-4.447143,-4.447143,,0,0,-0.257168,-0.257168,
, Institutional Consulting,"UBS Financial Services, Inc.",8174,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Dual Contract,Dual,US SA Mid-Cap Value,MV,,3,3.06076622,0,-0.00109384,-0.00109384,,3.22389173,0,-0.00112379,-0.00112379,,3.44298046,0,-0.01385009,-0.01385009,,3.79019129,0,-0.01414228,-0.01414228,,3.5083738,0,-0.375,-0.375,,2.05165627,0,-1.46745627,-1.46745627,,2.13762943,0,0,0,,2.21550095,0,0,0,,2.14338324,0,0,0,
,Managed Account Consulting (MAC) T3,"UBS Financial Services, Inc.",8174,,,SMA Edge Small MidCap Dividend Income with MLPs,F00000OSQN,SMA Dual Contract,Dual,US SA Mid-Cap Value,MV,,2,37.70957763,0.71836866,-3.5785628,-2.86019414,,40.00590351,0,-0.02946075,-0.02946075,,42.90732249,0,-0.0295601,-0.0295601,,46.10496286,0,-1.01864511,-1.01864511,,47.39803563,0,0,0,,46.80304773,0,-1,-1,,46.75917755,0,-2.01793053,-2.01793053,,46.24308802,0,-2,-2,,34.58488218,0,-10.65653814,-10.65653814,
,Diversified Managed Allocations (DMA single),Wells Fargo Advisors,11025,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Single Contract,Trad,US SA Mid-Cap Value,MV,,1228,61.35471744,6.81087045,-4.78069534,2.03017511,,74.56154061,15.5618857,-6.67658077,8.88530493,,96.79662693,19.03145223,-2.62753463,16.4039176,,124.1896539,20.41315213,-3.57197203,16.8411801,,162.7354164,44.69971681,-6.59454204,38.10517477,,177.2570174,26.61370023,-13.33230177,13.28139846,,192.6416394,15.81482118,-6.50942195,9.30539923,,210.3020055,25.64777863,-14.48907421,11.15870442,,205.092676,18.68036328,-16.67653505,2.00382823,
,Network,Wells Fargo Advisors,11025,,,SMA Edge Small MidCap Dividend Income with MLPs,F00000OSQN,SMA Dual Contract,Dual,US SA Mid-Cap Value,MV,,-,0.22843448,0,0,0,,0.24161945,0,0,0,,0.25827673,0,0,0,,0.28355268,0,0,0,,0,0,-0.289273,-0.289273,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Model Program,"Adhesion Wealth Advisor Solutions, Inc and Atria Investments, LLC",T1236,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,3,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0.21941535,0.03350755,-0.00112728,0.03238027,,0.2564147,0.06246044,-0.00128969,0.06117075,,0.395177,0.15421237,-0.00108806,0.15312431,
,Model Program,"Adhesion Wealth Advisor Solutions, Inc and Atria Investments, LLC",T1236,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,184,0,0,0,0,,0,0,0,0,,2.1538511,2.1538511,0,2.1538511,,2.326149,0,0,0,,2.40448489,0.02412599,0,0.02412599,,4.80935277,2.06192931,0,2.06192931,,5.10551805,0.37858291,-0.04400065,0.33458226,,7.14470406,2.25408545,-0.07874206,2.17534339,,7.18300057,0.50402468,-0.22059205,0.28343263,
,Model Program,"Adhesion Wealth Advisor Solutions, Inc and Atria Investments, LLC",T1236,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,7,0,0,0,0,,1.24273038,0,0,0,,1.33607575,1.24273038,0,1.24273038,,1.41535908,0,0,0,,1.64669415,0,-0.00094988,-0.00094988,,1.46342504,0,-0.00241829,-0.00241829,,1.463678,0.00009786,-0.01014229,-0.01004443,,1.544609,0.00799946,-0.00968508,-0.00168562,,1.64246253,0.117172,-0.01931847,0.09785353,
,Premier Portfolio Services,"Ameriprise Financial Services, Inc",6363,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,US SA Preferred Stock,RR,,714,166.7040529,3.52116158,-6.38137582,-2.86021424,,174.203063,6.1285555,-3.69762805,2.43092745,,171.2872838,6.68386559,-8.70802311,-2.02415752,,153.3803567,3.07676844,-10.2163208,-7.13955236,,156.516121,3.39507382,-7.10858716,-3.71351334,,159.0746776,2.49456192,-4.55211369,-2.05755177,,153.9850365,3.35354696,-8.11897797,-4.76543101,,145.9445794,4.33469412,-11.80188448,-7.46719036,,134.6547619,2.166995,-11.00509124,-8.83809624,
,Managed Account Advisors (MAA),Bank of America Merrill Lynch,7691,,,SMA Spectrum Offshore Preferred Securities,PPFDOFFSHORE,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,-,7.45E-15,0.35382364,-0.67412077,-0.32029713,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Merrill ONE,Bank of America Merrill Lynch,7691,,,SMA Spectrum Offshore Preferred Securities,PPFDOFFSHORE,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,20,8.52380498,8.37705087,-0.21415244,8.16289843,,9.69414795,0.34041939,-0.36009202,-0.01967263,,10.1866258,2.42116485,-2.91557993,-0.49441508,,9.5114635,2.81839401,-3.00039032,-0.18199631,,11.41526577,2.25662396,-0.79464002,1.46198394,,10.37122385,2.21848392,-3.90169259,-1.68320867,,14.61641121,5.23045803,-1.04873261,4.18172542,,17.29740474,6.74847452,-4.15129559,2.59717893,,22.47409699,5.7399465,-0.48470944,5.25523706,
,Unified Managed Account (UMA),Bank of America Merrill Lynch,7691,,,SMA Spectrum Offshore Preferred Securities,PPFDOFFSHORE,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,50,37.53621146,0,0,0,,39.18394742,1.98632343,-1.42019653,0.5661269,,37.09017294,2.93796975,-4.81306409,-1.87509434,,30.28026055,0.74577138,-3.60723785,-2.86146647,,28.33704761,0.71712215,-4.112563,-3.39544085,,28.38295293,0.99429895,-1.7145923,-0.72029335,,27.45875953,0.48953834,-1.60825189,-1.11871355,,24.20787159,0.31754041,-3.4940445,-3.17650409,,23.57688326,1.08476589,-1.5558646,-0.47109871,
,Merrill ONE,Bank of America Merrill Lynch,7691,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,1023,128.488283,43.16855466,-14.98546478,28.18308988,,168.8301999,48.98845295,-13.41361231,35.57484064,,224.2706848,64.75505716,-18.75580313,45.99925403,,231.9689176,49.6744611,-32.28672187,17.38773923,,261.8380723,53.00369075,-36.61099815,16.3926926,,285.9461333,46.12916973,-32.86417279,13.26499694,,286.3867271,26.31277798,-27.50966241,-1.19688443,,289.8683334,33.19406298,-26.57010338,6.6239596,,298.2151802,38.28006394,-26.91605436,11.36400958,
,Selects Portfolio Solutions,Bank of America Merrill Lynch,7691,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,76,9.18342395,9.3554134,-0.25835244,9.09706096,,29.97097012,21.27653619,-0.91715509,20.3593811,,42.62239534,9.68059638,-0.04865049,9.63194589,,39.97908419,3.06540163,-1.74281609,1.32258554,,37.29411058,1.08526635,-5.35203346,-4.26676711,,40.5271161,1.082,-0.24572522,0.83627478,,41.24509668,0.75238964,-0.28307138,0.46931826,,48.2769404,9.04294606,-1.82685726,7.2160888,,40.17208786,1.64982597,-8.41239072,-6.76256475,
,Managed Account Advisors (MAA),Bank of America Merrill Lynch,7691,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,4,7.27981512,2.23308589,-13.32414749,-11.0910616,,0.94504558,0.022956,-0.04073483,-0.01777883,,1.09499401,0.1735764,-0.03169906,0.14187734,,0.99283784,0.05973,-0.09664315,-0.03691315,,1.02667478,0.012192,-0.03163206,-0.01944006,,1.02724385,0.044426,-0.07601865,-0.03159265,,0.47392858,0.048,-0.60507487,-0.55707487,,0.73944574,0.27975773,-0.01551945,0.26423828,,0.71861686,0,-0.01268051,-0.01268051,
,Managed Account Services (MAS) T2,Bank of America Merrill Lynch,7691,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,12.10039488,12.13321826,-0.003459,12.12975926,,12.5400716,0,-0.02111809,-0.02111809,,12.60934709,0,-0.02212507,-0.02212507,,12.64105808,0,-0.02224757,-0.02224757,,12.53565527,0,-0.02181923,-0.02181923,
,Access and Select,Charles Schwab Corporation,5393,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,US SA Preferred Stock,RR,,1497,283.4744589,25.02593005,-10.63716784,14.38876221,,316.9736611,30.8072601,-8.65490835,22.15235175,,336.3280434,26.10210336,-7.35701997,18.74508339,,324.4972224,24.9857688,-18.50162806,6.48414074,,342.3201717,12.03015283,-12.65403358,-0.62388075,,351.0609707,8.7369381,-11.70645533,-2.96951723,,355.2794846,9.58699187,-7.33542133,2.25157054,,352.2876931,6.19541183,-10.39733013,-4.2019183,,324.0378181,6.31671011,-30.03458652,-23.71787641,
,Access and Select,Charles Schwab Corporation,5393,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Single Contract,Trad,US SA Preferred Stock,RR,,1007,213.9842651,23.24425843,-5.80076859,17.44348984,,239.8530517,21.58184953,-5.01353417,16.56831536,,250.6111297,21.51457603,-11.63785529,9.87672074,,236.4984616,10.58273588,-9.69626586,0.88647002,,233.7067704,6.35794916,-22.6062051,-16.24825594,,244.7790494,8.90416088,-6.00599216,2.89816872,,246.0004541,9.99791106,-10.02951599,-0.03160493,,250.5902529,9.61896157,-5.52356279,4.09539878,,241.4377723,6.715568,-13.61067282,-6.89510482,
,Manager Selection Program,Citi Private Bank,7059,,,SMA Spectrum Offshore Preferred Securities,PPFDOFFSHORE,SMA Single Contract,Trad,US SA Preferred Stock,RR,,4,6.06942348,0.50522989,0,0.50522989,,13.68915385,8.05,-0.744186,7.305814,,11.87582119,0,-1.807824,-1.807824,,10.67493375,0,-0.514546,-0.514546,,11.22804073,0,0,0,,11.376323,0,-0.165904,-0.165904,,11.45106857,0,0,0,,3.34427925,0.5,-8.53657897,-8.03657897,,3.60491929,0.75,-0.457284,0.292716,
,Dynamic Allocation Portfolios,Citi Private Bank,7059,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,84,6.667129,0.51406,-0.301137,0.212923,,7.6119,0.694155,0,0.694155,,9.433424,2.41791,-0.555937,1.861973,,8.881077,0.649286,-1.107008,-0.457722,,9.684398,0.270359,-0.866106,-0.595747,,10.601917,0.576024,0,0.576024,,11.868459,0.800785,-0.396619,0.404166,,11.82737,0.802398,-0.689958,0.11244,,12.762459,1.128679,-0.343155,0.785524,
,Manager Selection Program,Citi Private Bank,7059,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,US SA Preferred Stock,RR,,147,39.53888877,4.07122011,-4.56842007,-0.49719996,,48.11216288,8.45259922,-1.37542627,7.07717295,,56.74247325,9.43733975,-0.78244131,8.65489844,,57.64179286,5.532993,-1.29120593,4.24178707,,57.75966916,3.91676327,-6.61918545,-2.70242218,,58.31735875,1.3053666,-2.40684282,-1.10147622,,57.2164731,0.875908,-2.2723086,-1.3964006,,56.79631619,0.346705,-0.7959778,-0.4492728,,54.65838417,2.49454202,-3.86219215,-1.36765013,
,Dynamic Allocation Portfolios,Citi Private Bank,7059,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,53,3.786168,0.446912,0,0.446912,,4.056117,0.949087,-0.775911,0.173176,,5.206057,1.326958,-0.160967,1.165991,,4.66656,0.30531,-0.56206,-0.25675,,5.206562,0.776861,-0.475465,0.301396,,5.42612,1.074312,-1.061838,0.012474,,6.817698,1.62481,-0.23513,1.38968,,6.881027,0.827252,-0.723098,0.104154,,7.113952,0.336453,-0.072573,0.26388,
,Manager Selection Program,Citi Private Bank,7059,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Single Contract,Trad,US SA Preferred Stock,RR,,86,15.94423442,2.175,-0.09151162,2.08348838,,20.56788313,3.957802,-0.09435098,3.86345102,,25.83737253,5.96764188,-0.7587586,5.20888328,,31.13247968,7.370006,-0.49786686,6.87213914,,34.08845484,4.16654933,-2.88879922,1.27775011,,37.69303789,3.14751752,-0.93765251,2.20986501,,38.92105732,1.120763,-0.09421746,1.02654554,,38.47500714,2.1733206,-2.67450321,-0.50118261,,35.88691229,0.25,-2.46261691,-2.21261691,
,Preferred Advisor and Discretionary Portfolio Solutions,Credit Suisse First Boston,T1280,,,SMA Spectrum Offshore Preferred Securities,PPFDOFFSHORE,SMA Single Contract,Trad,US SA Preferred Stock,RR,,-,0,0,-0.964101,-0.964101,,0,0,-1.245284,-1.245284,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Preferred Advisor and Discretionary Portfolio Solutions,Credit Suisse First Boston,T1280,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,US SA Preferred Stock,RR,,-,0,0.00467842,-24.27483608,-24.27015766,,0,0,-1.948122,-1.948122,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Preferred Advisor and Discretionary Portfolio Solutions,Credit Suisse First Boston,T1280,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Single Contract,Trad,US SA Preferred Stock,RR,,-,0,0.00467842,-9.38276789,-9.38276789,,0,0,-1.603407,-1.603407,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Advisor Select,Deutsche Bank,T1281,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,US SA Preferred Stock,RR,,1,12.62659926,0.36086363,-0.64232514,-0.28146151,,12.57234822,0.3,-0.81314033,-0.51314033,,0.46451188,0,-0.52620498,-0.52620498,,0.43907594,0,0,0,,0.46435878,0,0,0,,0.48095196,0,0,0,,0.48390351,0,0,0,,0.48566542,0,0,0,,0.48060699,0,0,0,
,Advisor Select,Deutsche Bank,T1281,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Single Contract,Trad,US SA Preferred Stock,RR,,1,13.99466458,0.15,-0.15586929,-0.00586929,,15.77875995,1.77040966,-0.59955818,1.17085148,,0.42005785,0.5875,-0.97311781,-0.38561781,,0.39519626,0,0,0,,0.41747831,0,0,0,,5.87448456,5.34737,-0.00575175,5.34161825,,5.9021086,0,-0.00563328,-0.00563328,,5.91193308,0,-0.0055869,-0.0055869,,5.44891464,0,-0.40833599,-0.40833599,
,Third Party Models Program,Envestnet Asset Management,104145,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0.079875,0.531455,-0.452242,0.079213,
,Third Party Models Program,Envestnet Asset Management,104145,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,163,40.536079,6.461556,-3.14671,3.314846,,47.481908,10.44939,-6.074901,4.374489,,65.455252,16.751684,-1.242329,15.509355,,63.630697,6.475727,-2.811994,3.663733,,69.410251,3.248167,-2.719261,0.528906,,66.184024,2.430451,-5.813521,-3.38307,,63.887461,1.974266,-1.845786,0.12848,,61.141785,3.772229,-8.853256,-5.081027,,49.453107,2.531219,-11.898815,-9.367596,
,Third Party Models Program,Envestnet Asset Management,104145,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,124,31.97501,4.87978,-0.112404,4.767376,,44.155906,6.448192,0,6.448192,,56.445914,6.794966,-3.271813,3.523153,,55.073905,2.736018,-1.421878,1.31414,,54.40156,4.779979,-7.124577,-2.344598,,57.373573,3.237822,-1.358416,1.879406,,60.835076,3.22275,-1.035583,2.187167,,61.130063,1.309035,-0.376136,0.932899,,49.34552,3.366199,-8.72814,-5.361941,
,Unified Overlay Management Program,"FDX Advisors, Inc.",48015,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,19,0,0,0,0,,0,0,0,0,,3.83,3.78150906,0,0,,1.05705475,0,0,0,,1.13366866,0,0,0,,1.4788353,0,0,0,,1.52085261,0,0,0,,1.63184148,0,0,0,,1.6074272,0,0,0,
,Unified Overlay Management Program,"FDX Advisors, Inc.",48015,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,40,7.15,0,0,0,,10.76,0,0,0,,11.64,0,0,0,,6.58,0,0,0,,8.37,0,0,0,,9.34,0,0,0,,9.59,0,0,0,,10.1,0,0,0,,6.27,0,0,0,
,Unified Overlay Management Program,"FDX Advisors, Inc.",48015,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,2,0,0,0,0,,0,0,0,0,,3.83380045,0,0,0,,11.77318936,0.39906589,0,0.39906589,,12.15300512,0,0,0,,12.71449062,0,0,0,,12.94756404,0,0,0,,12.85522024,0,0,0,,15.63210523,0,0,0,
,Fidelity Separate Account Network (SAN),"Fidelity Brokerage Services, LLC",7784,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,0,0.24664457,0,0,0,,0.25598852,0,0,0,,0.25684637,0,0,0,,0.24276306,0,0,0,,0.25670836,0,0,0,,0.26597306,0,0,0,,0.26740182,0,0,0,,0.26834939,0,0,0,,0,0.00261629,-0.268349,-0.268349,
,Advisors Program,Janney Wealth Management,463,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,90,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,15.301908,15.41985592,-0.1045844,15.31527152,,16.044948,1.9146594,-0.33416064,1.58049876,
,Lockwood-Sponsored Program,"Lockwood Advisors, Inc",169735,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,US SA Preferred Stock,RR,,7,0.94388015,0.224331,-0.00579704,0.21853396,,0.86782062,0,-0.10507573,-0.10507573,,0.86018395,0,-0.0051038,-0.0051038,,0.61978097,0,-0.1960445,-0.1960445,,0.90291151,0.25,-0.00532871,0.24467129,,1.85677905,0.925,-0.00665894,0.91834106,,1.84645002,0,-0.01777221,-0.01777221,,1.90239692,0.075,-0.02168808,0.05331192,,3.99022818,2.2491097,-0.12329067,2.12581903,
,Consulting and Evaluation Services (CES),Morgan Stanley,149777,,,SMA Spectrum Offshore Preferred Securities,PPFDOFFSHORE,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,14,4.7597786,2.062886,-0.30644857,1.75643743,,6.05273751,1.317348,-0.247567,1.069781,,13.60257035,7.761727,-0.190039,7.571688,,12.98262248,2.618559,-3.34129157,-0.72273257,,13.30860412,1.762569,-1.100623,0.661946,,14.46146314,1.348687,-0.576802,0.771885,,15.11417012,0.60117076,-0.042981,0.55818976,,15.19777054,0.10167493,-0.00371611,0.09795882,,11.91308001,0,-3.14631186,-3.14631186,
,Consulting and Evaluation Services (CES) T2,Morgan Stanley,149777,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,2.18895628,2.16,0,2.16,,2.69147885,0.48,0,0.48,,3.13101035,0.423542,0,0.423542,,3.48851072,0.395313,0,0.395313,
,Consulting and Evaluation Services (CES),Morgan Stanley,149777,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,6,5.86402351,0,-0.0125,-0.0125,,6.07780845,0.025,-0.0375,-0.0125,,5.03429317,0.025,-1.09420587,-1.06920587,,4.62556615,0,-0.126241,-0.126241,,5.04058969,0.18198734,-0.00625,0.17573734,,5.20069935,0,-0.015,-0.015,,5.22652017,0,-0.00375,-0.00375,,5.17088517,0.027523,-0.097523,-0.07,,5.06315564,0,-0.05,-0.05,
,Consulting and Evaluation Services (CES),Morgan Stanley,149777,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,3,2.08195342,0.65,0,0.65,,2.54888693,0.36389102,0,0.36389102,,2.5546449,0,0,0,,2.40922768,0,0,0,,2.54861827,0,0,0,,2.64046283,0.00578725,0,0.00578725,,2.65409826,0,0,0,,2.64814521,0,-0.01138391,-0.01138391,,2.61260889,0,-0.01112932,-0.01112932,
,Freedom UMA and Model Delivery,Raymond James and Associates,705,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,58,0,0,0,0,,0,0,0,0,,0,0,0,0,,0.320939,0.325728,0,0.325728,,2.044968,1.673141,0,1.673141,,5.403765,3.244515,-0.001068,3.243447,,9.850408,4.438613,-0.047093,4.39152,,16.784072,6.925561,-0.027908,6.897653,,20.306245,5.272876,-1.897776,3.3751,
,Outside Managed Program (OMS),Raymond James and Associates,705,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,4,0.86184342,0,-0.02438358,-0.02438358,,0.96888439,0.099958,-0.02444567,0.07551233,,0.82983083,0,-0.139786,-0.139786,,0.76131139,0,-0.01884949,-0.01884949,,0.79509218,0,-0.00656683,-0.00656683,,0.80324977,0,-0.01732346,-0.01732346,,0.78337098,0,-0.02231505,-0.02231505,,0.77687637,0,-0.0061,-0.0061,,0.75918044,0,-0.01375912,-0.01375912,
,Freedom UMA and Model Delivery,Raymond James and Associates,705,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,14,0,0,0,0,,0,0,0,0,,15.098602,0,-0.050431,-0.050431,,13.991876,0.000313,-0.200373,-0.20006,,14.874898,0.590661,-0.652939,-0.062278,,13.317352,0.132811,-2.135543,-2.002732,,10.572978,0.001556,-2.805261,-2.803705,,10.495681,0.809742,-0.907691,-0.097949,,7.322513,0,-3.021787,-3.021787,
,Consulting Solutions,RBC Dain Rauscher,31194,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,US SA Preferred Stock,RR,,539,139.1075045,17.14404422,-19.78303802,-2.6389938,,148.6071806,9.7857276,-5.73811494,4.04761266,,148.7399478,4.75406071,-4.84316266,-0.08910195,,141.8703523,8.0379329,-6.54668929,1.49124361,,147.5592213,4.69497138,-6.96661814,-2.27164676,,156.9543221,10.44149003,-6.67558498,3.76590505,,170.6340725,17.37499812,-4.59887168,12.77612644,,154.9350747,5.98951928,-22.05263479,-16.06311551,,142.6779201,9.9090171,-19.94541406,-10.03639696,
,Consulting Solutions,RBC Dain Rauscher,31194,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Single Contract,Trad,US SA Preferred Stock,RR,,64,17.87395978,1.73037308,-1.7325232,-0.00215012,,19.12796095,1.87205985,-1.36974955,0.5023103,,20.99467381,3.454578,-1.63088723,1.82369077,,20.09613066,1.51695186,-1.17851551,0.33843635,,21.89032538,1.159146,-0.26750777,0.89163823,,22.3178504,0.50823441,-0.81761703,-0.30938262,,23.00610699,1.273521,-0.67967518,0.59384582,,20.51427859,1.4564167,-3.49280905,-2.03639235,,20.47931303,1.83772922,-1.68730474,0.15042448,
,SEI Managed Account Program (MAP),SEI Investment Management Corporation,10690,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,423,80.7945145,7.35790466,-3.24115783,4.11674683,,91.34222025,19.15644647,-12.82651013,6.32993634,,99.46359904,19.582307,-13.86703824,5.71526876,,90.55036589,5.653659,-9.077125,-3.423466,,99.22925169,8.059407,-5.7124354,2.3469716,,103.827628,5.78973598,-4.65479893,1.13493705,,103.223051,5.462971,-4.364543,1.098428,,105.5001808,6.371663,-2.7030606,3.6686024,,109.3179585,7.254777,-3.0962487,4.1585283,
,Opportunity,"Stifel, Nicolaus & Company, Incorporated",10690,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,US SA Preferred Stock,RR,,91,18.45938696,0.30469306,-0.2426283,0.06206476,,19.26211315,0.43810646,-0.32989225,0.10821421,,20.41803439,1.48629204,-0.34840625,1.13788579,,18.78155001,1.53008072,-1.95911003,-0.42902931,,19.19831364,0.30471037,-0.93688433,-0.63217396,,19.83611375,0.48434383,-0.44900424,0.03533959,,20.00833544,0.425,-0.34153554,0.08346446,,20.62647892,1.135927,-0.54972905,0.58619795,,20.56936482,0.95899583,-0.78311902,0.17587681,
